Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,"Iran, Islamic Rep.",IRN,165800003.051758,855580017.089844,371970001.220703,178669998.168945,31829999.9237061,161149993.896484,97680000.3051758,269649993.896484,72550003.0517578,109120002.746582,157839996.337891,66580001.8310547,56080001.8310547,-13810000.4196167,39909999.8474121,5769999.98092651,-17500000,116260002.13623,626900024.414063,11880000.1144409,62659999.8474121,15920000.0762939,4510000.22888184,121519996.643066,27770000.4577637,36939998.626709,55759998.3215332,125110000.610352,135190002.441406,156369995.117188,176009994.506836,274709991.455078,159240005.493164,198220001.220703,176000000,192589996.337891,170529998.779297,246169998.168945,209020004.272461,204919998.168945,175649993.896484,163589996.337891,165720001.220703,166179992.675781,213100006.103516,113750000,127569999.694824,100650001.525879,89809997.5585938,86569999.6948242,106059997.558594,97790000.9155273,140320007.324219,119970001.220703,71720001.2207031,120839996.337891,127269996.643066,147580001.831055,166410003.662109,216820007.324219,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Iraq,IRQ,10270000.4577637,5210000.03814697,15189999.5803833,33580001.8310547,78680000.3051758,77599998.4741211,25170000.0762939,23090000.1525879,15380000.1144409,27350000.3814697,52369998.9318848,96809997.5585938,120730003.356934,63930000.3051758,17809999.4659424,404459991.455078,71260002.1362305,242509994.506836,183979995.727539,68959999.0844727,27139999.3896484,626140014.648438,10090000.1525879,17290000.9155273,-1299999.95231628,46889999.3896484,49270000.4577637,116849998.474121,16819999.6948242,25840000.1525879,98720001.2207031,866820007.324219,188199996.948242,242580001.831055,371640014.648438,448089996.337891,457660003.662109,304500000,169589996.337891,119139999.389648,162440002.441406,200580001.831055,174330001.831055,3045899902.34375,5642410156.25,25671560546.875,10301169921.875,9957009765.625,9859480468.75,3151399902.34375,2365270019.53125,1942280029.29688,1243439941.40625,1488989990.23438,1320550048.82813,1579770019.53125,2389800048.82813,3035330078.125,2300540039.0625,2242449951.17188,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Israel,ISR,778789978.027344,757719970.703125,717090026.855469,747179992.675781,621820007.324219,772650024.414063,678849975.585938,425779998.779297,357899993.896484,303119995.117188,391170013.427734,415940002.441406,434519989.013672,818950012.207031,473220001.220703,1722040039.0625,2257360107.42188,2627810058.59375,2747610107.42188,3356989990.23438,2279919921.875,1843099975.58594,1958670043.94531,2937770019.53125,2671979980.46875,4032570068.35938,3849399902.34375,2413010009.76563,2312110107.42188,2144350097.65625,2358209960.9375,2828719970.70313,3335399902.34375,2024569946.28906,1950689941.40625,515530029.296875,3359270019.53125,1784489990.23438,1574869995.11719,1315229980.46875,1118239990.23438,235270004.272461,1026170043.94531,590219970.703125,627280029.296875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Jamaica,JAM,..,96870002.746582,110790000.915527,23280000.6866455,27010000.2288818,72940002.4414063,69819999.6948242,61380001.0681152,112889999.389648,88830001.8310547,61360000.6103516,99519996.6430664,88449996.9482422,71510002.1362305,90739997.8637695,74099998.4741211,68970001.2207031,79919998.1689453,345290008.544922,295750000,255809997.558594,330410003.662109,377459991.455078,389529998.779297,377239990.234375,362179992.675781,353739990.234375,306630004.882813,325420013.427734,441010009.765625,415440002.441406,235580001.831055,188729995.727539,166339996.337891,181100006.103516,151440002.441406,77370002.746582,102209999.084473,28760000.2288818,-20370000.8392334,36209999.0844727,101360000.610352,46369998.9318848,16940000.5340576,104029998.779297,51049999.2370605,44180000.3051758,29250000,82120002.746582,146660003.662109,137669998.168945,41680000.3051758,31239999.7711182,68080001.8310547,89220001.2207031,61110000.6103516,29370000.8392334,64110000.6103516,100209999.084473,129809997.558594,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Jordan,JOR,636030029.296875,653710021.972656,571169982.910156,562950012.207031,513210021.972656,460839996.337891,494750000,344429992.675781,287190002.441406,303100006.103516,496059997.558594,344809997.558594,537940002.441406,935760009.765625,1287150024.41406,1805650024.41406,2025609985.35156,1438630004.88281,1358020019.53125,3681520019.53125,3656360107.42188,2989050048.82813,2199419921.875,2088280029.29688,1741170043.94531,1516170043.94531,1271699951.17188,1147560058.59375,790090026.855469,565309997.558594,1380819946.28906,1232319946.28906,550979980.46875,433880004.882813,462380004.882813,613679992.675781,608559997.558594,604760009.765625,571030029.296875,587020019.53125,768450012.207031,659789978.027344,808039978.027344,1735349975.58594,762729980.46875,853809997.558594,682369995.117188,696219970.703125,791919982.910156,808599975.585938,1020419982.91016,1021599975.58594,1195229980.46875,1392880004.88281,2689520019.53125,2271479980.46875,2889169921.875,3093889892.57813,2526010009.76563,2820679931.64063,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161860000.610352,15829999.9237061,22770000.4577637,74010002.1362305,71830001.8310547,160910003.662109,158070007.324219,264489990.234375,208429992.675781,223669998.168945,201550003.051758,263170013.427734,334309997.558594,289239990.234375,236059997.558594,187470001.220703,264369995.117188,333160003.662109,285040008.544922,201500000,180110000.610352,117139999.389648,77199996.9482422,78669998.1689453,78589996.3378906,65290000.9155273,59979999.5422363,79930000.3051758,56639999.3896484,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kenya,KEN,207289993.286133,588099975.585938,438619995.117188,489109985.351563,482290008.544922,567020019.53125,399589996.337891,273399993.896484,442470001.220703,400850006.103516,392000000,423739990.234375,407660003.662109,460450012.207031,503399993.896484,458130004.882813,557760009.765625,527159973.144531,710590026.855469,865130004.882813,898020019.53125,1090869995.11719,1205540039.0625,984059997.558594,1074349975.58594,1104869995.11719,943280029.296875,999830017.089844,1349290039.0625,1739630004.88281,1746469970.70313,1256310058.59375,1174989990.23438,1235209960.9375,872299987.792969,822659973.144531,721280029.296875,592549987.792969,558849975.585938,405149993.896484,707309997.558594,704919982.910156,551289978.027344,661650024.414063,754669982.910156,850130004.882813,1038949951.17188,1367869995.11719,1371750000,1851579956.05469,1686510009.76563,2416010009.76563,2627280029.29688,3214729980.46875,2575810058.59375,2584219970.70313,2304030029.29688,2573459960.9375,2490929931.64063,3290439941.40625,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kiribati,KIR,200000.002980232,2500000,2960000.03814697,3750000,2460000.03814697,3569999.9332428,4909999.84741211,11239999.7711182,11020000.4577637,11090000.1525879,15949999.8092651,16870000.8392334,25479999.5422363,33369998.9318848,28079999.9237061,24200000.7629395,17940000.5340576,24690000.5340576,33020000.4577637,25010000.2288818,41200000.7629395,34380001.0681152,34909999.8474121,40639999.3896484,29790000.9155273,31340000.1525879,28219999.3133545,31190000.5340576,25090000.1525879,27620000.8392334,27950000.7629395,27299999.2370605,33319999.6948242,22110000.6103516,21659999.8474121,19250000,17190000.5340576,21409999.8474121,25909999.8474121,27629999.1607666,25059999.4659424,21010000.2288818,31600000.3814697,23299999.2370605,18979999.5422363,30069999.6948242,29319999.6948242,29250000,27200000.7629395,26979999.5422363,22129999.1607666,53700000.7629395,54000000,57400001.5258789,74000000,68910003.6621094,64220001.2207031,78569999.6948242,75050003.0517578,57970001.2207031,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141910003.662109,..,..,..,..,..,..,13649999.6185303,11130000.1144409,28440000.5340576,14989999.7711182,13949999.8092651,11579999.9237061,12460000.038147,14319999.6948242,19329999.9237061,7550000.19073486,16260000.2288818,33740001.6784668,131770004.272461,154449996.948242,293339996.337891,120379997.253418,196539993.286133,385880004.882813,173220001.220703,197259994.506836,102169998.168945,62299999.2370605,106839996.337891,227149993.896484,67500000,78739997.8637695,105230003.356934,87930000.3051758,94160003.6621094,133050003.051758,145029998.779297,137070007.324219,137559997.558594,120510002.13623,151929992.675781,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,"Korea, Rep.",KOR,1673459960.9375,1513219970.70313,1538130004.88281,1720989990.23438,1093229980.46875,1539449951.17188,1511420043.94531,1682619995.11719,1463910034.17969,2079739990.23438,1605430053.71094,1835400024.41406,1826520019.53125,1246780029.29688,999940002.441406,911210021.972656,758159973.144531,743679992.675781,432290008.544922,324410003.662109,313299987.792969,691859985.351563,88709999.0844727,32119998.9318848,-54979999.5422363,-3569999.9332428,-24649999.6185303,12609999.6566772,4239999.77111816,65139999.3896484,54880001.0681152,58509998.3215332,-22260000.2288818,-50669998.1689453,-112779998.779297,24309999.4659424,-152660003.662109,-166410003.662109,-57099998.4741211,-54740001.6784668,-175500000,-120139999.389648,-94669998.1689453,-464709991.455078,-76339996.3378906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,782440002.441406,511850006.103516,529059997.558594,550659973.144531,535890014.648438,541059997.558594,468619995.117188,393440002.441406,409839996.337891,345109985.351563,354829986.572266,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kuwait,KWT,..,-1230000.01907349,-18340000.1525879,-7260000.22888184,-6110000.1335144,-8779999.73297119,-9619999.88555908,-9539999.96185303,79999.9982118607,2029999.97138977,2160000.08583069,2980000.01907349,3099999.90463257,1850000.02384186,1539999.96185303,1220000.02861023,660000.026226044,1549999.95231628,2349999.90463257,2809999.94277954,22489999.7711182,23219999.3133545,14720000.2670288,13329999.9237061,12340000.1525879,11529999.7329712,10029999.7329712,5539999.96185303,8270000.45776367,7599999.90463257,18860000.6103516,16790000.9155273,8750000,2660000.08583069,5750000,4909999.84741211,30940000.5340576,1730000.01907349,9529999.73297119,11590000.1525879,5840000.15258789,7340000.15258789,8420000.07629395,6920000.07629395,4179999.82833862,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24379999.1607666,145919998.168945,216720001.220703,279739990.234375,247789993.286133,251860000.610352,265559997.558594,259880004.882813,256269989.013672,184089996.337891,227190002.441406,216100006.103516,232320007.324219,252960006.713867,269459991.455078,240500000,295579986.572266,262339996.337891,342470001.220703,390450012.207031,412649993.896484,458890014.648438,543250000,829989990.234375,580229980.46875,477950012.207031,415959991.455078,452709991.455078,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Lao PDR,LAO,222330001.831055,340410003.662109,206440002.441406,249119995.117188,302100006.103516,440410003.662109,443640014.648438,462350006.103516,366179992.675781,385239990.234375,384190002.441406,375309997.558594,327950012.207031,330100006.103516,240589996.337891,132100006.103516,96199996.9482422,93940002.4414063,185100006.103516,123059997.558594,96739997.8637695,94879997.253418,95330001.8310547,77339996.3378906,83589996.3378906,86489997.8637695,81389999.3896484,89629997.253418,107080001.831055,167869995.117188,148639999.389648,149309997.558594,188809997.558594,205149993.896484,235210006.713867,263130004.882813,294510009.765625,308850006.103516,276470001.220703,297130004.882813,294579986.572266,290950012.207031,318179992.675781,305470001.220703,257079986.572266,269170013.427734,336500000,352220001.220703,442779998.779297,368980010.986328,369200012.207031,334549987.792969,372540008.544922,396600006.103516,450549987.792969,504600006.103516,421250000,497089996.337891,588669982.910156,644309997.558594,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4900000.09536743,115519996.643066,48040000.9155273,75419998.1689453,79730003.3569336,92069999.6948242,113910003.662109,140020004.272461,146270004.272461,148389999.389648,176179992.675781,117809997.558594,145580001.831055,185850006.103516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Lebanon,LBN,94449996.9482422,89470001.2207031,64440002.4414063,55990001.6784668,22389999.3896484,59549999.2370605,56180000.3051758,56459999.0844727,124510002.13623,55250000,119250000,34750000,77169998.1689453,57259998.3215332,580710021.972656,54479999.5422363,143740005.493164,446269989.013672,669190002.441406,315230010.986328,685780029.296875,1108660034.17969,471220001.220703,315670013.427734,191270004.272461,206449996.948242,131529998.779297,184970001.220703,248190002.441406,208360000.610352,428200012.207031,181919998.168945,151580001.831055,201570007.324219,313149993.896484,233600006.103516,301290008.544922,359410003.662109,477809997.558594,274200012.207031,306440002.441406,298399993.896484,295670013.427734,675690002.441406,309660003.662109,264190002.441406,896989990.234375,995500000,1022020019.53125,579429992.675781,438839996.337891,450250000,722299987.792969,585179992.675781,773650024.414063,1008809997.55859,1210349975.58594,1363729980.46875,1422180053.71094,1558619995.11719,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Lesotho,LSO,15409999.8474121,39659999.8474121,54409999.8474121,51069999.6948242,49869998.9318848,78169998.1689453,96900001.5258789,103930000.305176,105910003.662109,96360000.6103516,57909999.8474121,99169998.1689453,76760002.1362305,68569999.6948242,90169998.1689453,108870002.746582,100550003.051758,122040000.915527,149309997.558594,169639999.389648,216490005.493164,250690002.441406,227779998.779297,264410003.662109,249699996.948242,233289993.286133,179309997.558594,190619995.117188,190020004.272461,230929992.675781,209289993.286133,180110000.610352,198330001.831055,209850006.103516,163559997.558594,144539993.286133,130059997.558594,125660003.662109,85080001.8310547,44549999.2370605,58750000,84160003.6621094,111480003.356934,98569999.6948242,108529998.779297,74489997.8637695,75779998.7792969,132190002.441406,137839996.337891,122809997.558594,260709991.455078,254089996.337891,283660003.662109,326049987.792969,105730003.356934,91660003.6621094,118169998.168945,150470001.220703,153690002.441406,146809997.558594,..,..
